220307	[{"caption":"a couple of giraffe standing next to each other."}]
4760	[{"caption":"a fire hydrant sitting on the side of a road."}]
450724	[{"caption":"a man sitting on a bench overlooking the ocean."}]
27440	[{"caption":"a giraffe standing in front of a building."}]
438221	[{"caption":"a couple of ducks swimming in a pond."}]
472557	[{"caption":"two giraffes standing next to a wooden fence."}]
123836	[{"caption":"a giraffe standing on top of a dirt ground."}]
317441	[{"caption":"an orange detour sign sitting on top of a wooden pole."}]
1448	[{"caption":"a giraffe bending down to eat some grass."}]
536615	[{"caption":"a couple of giraffe standing next to each other."}]
141517	[{"caption":"a herd of sheep grazing in a field."}]
71281	[{"caption":"a herd of sheep grazing on a dry grass field."}]
350262	[{"caption":"a herd of sheep standing on top of a grass covered field."}]
1590	[{"caption":"a cow is in the back of a truck."}]
547839	[{"caption":"a car driving down a street next to a train."}]
550452	[{"caption":"a red train is sitting on the tracks."}]
271240	[{"caption":"a stop sign in the snow next to a stop sign."}]
438232	[{"caption":"a red train pulling into a train station."}]
147915	[{"caption":"a close up of a stop sign on a pole"}]
438985	[{"caption":"a cat standing on top of two red suitcases."}]
31176	[{"caption":"a cat sitting on a porch looking out a window."}]
451972	[{"caption":"a fire truck decorated with santa's on top of it."}]
199050	[{"caption":"a group of young people standing in a living room."}]
468541	[{"caption":"a dog wearing a tie standing on a kitchen floor."}]
38662	[{"caption":"a close up of a boat on a beach"}]
90476	[{"caption":"a bunch of boats that are sitting on a beach."}]
386739	[{"caption":"a man and a woman posing for a picture."}]
36598	[{"caption":"a group of people walking in the rain holding umbrellas."}]
177262	[{"caption":"a couple of cats laying next to each other."}]
256260	[{"caption":"a man standing next to an elephant on a sidewalk."}]
88784	[{"caption":"a dog jumping up to catch a frisbee."}]
48731	[{"caption":"two dogs playing with a ball in the snow."}]
178746	[{"caption":"a display of legos and other items."}]
347950	[{"caption":"a dog running with a purple frisbee in its mouth."}]
350789	[{"caption":"a group of zebras walking along a river."}]
33645	[{"caption":"a little girl holding a red frisbee in her hands."}]
309100	[{"caption":"a herd of zebra standing next to each other."}]
299089	[{"caption":"a herd of zebra standing on top of a grass covered field."}]
421999	[{"caption":"a zebra standing in a dirt field next to trees."}]
366830	[{"caption":"a horse walking through the woods in the woods."}]
199346	[{"caption":"a statue of a man and a woman walking down a street."}]
177246	[{"caption":"a close up of a person holding a banana"}]
348905	[{"caption":"a man on a jet ski in the water."}]
469961	[{"caption":"a couple of people riding skis down a snow covered slope."}]
427802	[{"caption":"a pile of oranges sitting on top of each other."}]
338472	[{"caption":"a bunch of oranges sitting on top of a blue blanket."}]
355137	[{"caption":"a person riding skis down a snow covered slope."}]
361763	[{"caption":"a couple of baseball players playing a game of baseball."}]
88854	[{"caption":"a couple of men riding skis down a snow covered slope."}]
160195	[{"caption":"a man riding a skateboard down a sidewalk."}]
580591	[{"caption":"a woman riding skis down a snow covered slope."}]
226588	[{"caption":"a woman riding skis down a snow covered slope."}]
361472	[{"caption":"a group of children riding bikes in a skate park."}]
242103	[{"caption":"food in a green container"}]
297233	[{"caption":"a wooden table topped with plates and bowls of food."}]
2867	[{"caption":"a group of people standing on top of a snow covered slope."}]
257870	[{"caption":"a man eating a hot dog on a sidewalk."}]
57286	[{"caption":"a man flying through the air while riding a skateboard."}]
435037	[{"caption":"a donut and a cup of coffee on a table."}]
546500	[{"caption":"a close up of a knife and a cup of coffee"}]
545385	[{"caption":"a piece of cake on a plate with a spoon."}]
23320	[{"caption":"a piece of cake sitting on a white plate."}]
12085	[{"caption":"a man sleeping in a bed with a cat."}]
8775	[{"caption":"a bedroom with a bed with a lot of posters on the wall."}]
384981	[{"caption":"a woman sitting at a table with a birthday cake."}]
475398	[{"caption":"a woman holding a cake on top of a counter."}]
479213	[{"caption":"two women with wigs holding a birthday cake."}]
30549	[{"caption":"two women pose for a picture with a cake."}]
66072	[{"caption":"a man riding a wave on top of a surfboard."}]
513699	[{"caption":"a group of people on a beach with surfboards."}]
45057	[{"caption":"a pizza sitting on top of a pizza pan."}]
275202	[{"caption":"a pizza sitting on top of a plate on a table."}]
190291	[{"caption":"a group of people sitting at a table with pizza."}]
246649	[{"caption":"a shirtless man playing tennis on a tennis court."}]
199449	[{"caption":"a living room filled with furniture and a lamp."}]
1626	[{"caption":"a man and a woman playing a video game."}]
234251	[{"caption":"a young child is playing a video game."}]
281376	[{"caption":"a desk with three monitors and a laptop."}]
525619	[{"caption":"a person flying a kite in a field."}]
393031	[{"caption":"a group of baseball players playing a game of baseball."}]
385514	[{"caption":"a baseball player swinging a bat at a ball."}]
539355	[{"caption":"a clock on the side of a building."}]
320180	[{"caption":"a woman sitting on a bed with a laptop."}]
357633	[{"caption":"a laptop computer sitting on top of a wooden table."}]
127801	[{"caption":"a person holding a cell phone in their hand."}]
25758	[{"caption":"a pan of food in the oven"}]
565198	[{"caption":"a little boy blow drying his hair with a blow dryer."}]
577160	[{"caption":"a plate of food on a table with a bottle of wine."}]
229688	[{"caption":"a woman sitting at a table in a restaurant."}]
509807	[{"caption":"a kitchen counter with a stove top oven."}]
37367	[{"caption":"a laptop computer sitting on top of a wooden table."}]
22158	[{"caption":"a kitchen with a black and white checkered floor."}]
220446	[{"caption":"a hole in the floor of a bathroom."}]
247184	[{"caption":"a white toilet sitting next to a window."}]
313063	[{"caption":"a bathroom with a toilet and a bath tub."}]
239376	[{"caption":"a bathroom with yellow walls and a white tub."}]
28790	[{"caption":"a bathroom with a sink and a window."}]
416668	[{"caption":"a black cat sitting in a bathroom sink."}]
252203	[{"caption":"two dogs sitting in the back seat of a car."}]
573962	[{"caption":"a busy street filled with lots of traffic."}]
480215	[{"caption":"a white toilet sitting in a bathroom next to a shower."}]
299550	[{"caption":"a white toilet sitting next to a white sink."}]
184557	[{"caption":"a cat standing inside of a toilet bowl."}]
577526	[{"caption":"a black and white cat laying on top of a green pillow."}]
31000	[{"caption":"a white bowl filled with lots of oranges."}]
280360	[{"caption":"a blue and yellow airplane flying through a blue sky."}]
283495	[{"caption":"an airplane flying in the sky over trees."}]
126502	[{"caption":"two birds sitting on the back of a giraffe."}]
141587	[{"caption":"an airplane flying over a tall building in a city."}]
16241	[{"caption":"a large jetliner flying over a tall building."}]
277208	[{"caption":"a giraffe bending down to drink from a pond."}]
134863	[{"caption":"a street with traffic lights and traffic lights."}]
34904	[{"caption":"a book sitting on top of a wooden bench."}]
8179	[{"caption":"a green traffic light on a city street."}]
539784	[{"caption":"a herd of sheep grazing on the side of a road."}]
58492	[{"caption":"a bird that is standing in the dirt."}]
484551	[{"caption":"a woman sitting in a boat on the water."}]
133867	[{"caption":"a group of people walking across a street."}]
208778	[{"caption":"a man sitting in a hospital bed with a dog."}]
434279	[{"caption":"a blue train sitting on top of a train track."}]
136584	[{"caption":"a bird sitting on top of a wooden pole."}]
520482	[{"caption":"two large birds standing next to each other."}]
434129	[{"caption":"baseball cap worn by baseball player."}]
1180	[{"caption":"a woman standing in front of a large cake."}]
158118	[{"caption":"a city street filled with lots of traffic."}]
572427	[{"caption":"a red stop sign sitting on the side of a road."}]
73119	[{"caption":"a black and red train engine and some people"}]
27226	[{"caption":"a couple of red trains parked next to each other."}]
288799	[{"caption":"a traffic light sitting next to a train track."}]
300471	[{"caption":"a cat sitting on a chair next to a blue chair."}]
289781	[{"caption":"a blue and white boat tied to a dock."}]
173385	[{"caption":"an elephant standing in front of a building."}]
450370	[{"caption":"an elephant walking through a lush green forest."}]
502419	[{"caption":"two pictures of an elephant in a zoo."}]
471497	[{"caption":"an elephant walking through a lush green forest."}]
483275	[{"caption":"a couple of elephants that are standing in the grass."}]
144379	[{"caption":"a woman standing next to a pile of luggage."}]
568040	[{"caption":"a couple of elephants standing in a field."}]
404461	[{"caption":"a woman standing in the middle of an alley."}]
108338	[{"caption":"a couple of elephants standing next to a tree."}]
525376	[{"caption":"the trunk of a car filled with luggage."}]
395402	[{"caption":"a small dog is sitting on the floor."}]
530226	[{"caption":"a polar bear eating a piece of ice."}]
295097	[{"caption":"a black and white dog chewing on a red toothbrush."}]
114352	[{"caption":"a man holding a frisbee in his hand."}]
504341	[{"caption":"a dog that is laying down on a beach."}]
29577	[{"caption":"two white horses with red feathers on their heads."}]
372252	[{"caption":"a herd of zebra standing on top of a lush green field."}]
75990	[{"caption":"a man riding on the back of a brown horse."}]
248441	[{"caption":"a woman standing next to a horse on a beach."}]
104568	[{"caption":"a pile of fruit and vegetables in a sink."}]
300655	[{"caption":"a man standing on top of a baseball field."}]
51223	[{"caption":"a group of young men playing a game of baseball."}]
95051	[{"caption":"a man riding skis on top of a snow covered slope."}]
169858	[{"caption":"a woman holding a banana up to her face."}]
178748	[{"caption":"a pot filled with vegetables and a wooden spoon."}]
59614	[{"caption":"a close up of a plate of pasta and broccoli"}]
255209	[{"caption":"a person holding a dog on a leash"}]
279209	[{"caption":"a man riding skis down a snow covered slope."}]
90707	[{"caption":"a plate of broccoli on a cutting board."}]
577403	[{"caption":"a couple of young men riding skateboards down a sidewalk."}]
289469	[{"caption":"a white plate topped with macaroni and cheese."}]
163852	[{"caption":"a person holding a paper plate with vegetables on it."}]
322369	[{"caption":"a sandwich and a drink sit on a tray."}]
245242	[{"caption":"a cutting board topped with cheese and carrots."}]
481187	[{"caption":"a man riding skis down a snow covered slope."}]
39009	[{"caption":"a group of people holding up hot dogs."}]
166124	[{"caption":"four bagels sitting on top of a cooling rack."}]
3001	[{"caption":"a person sitting at a table with donuts."}]
220111	[{"caption":"a table topped with plates of food and a knife."}]
207366	[{"caption":"a couple of men playing a game of soccer."}]
183715	[{"caption":"a large sheet cake with green and white frosting."}]
340642	[{"caption":"a carrot cake with walnuts on top of it."}]
391915	[{"caption":"a bedroom with two beds and a desk."}]
13525	[{"caption":"a naked woman laying on top of a bed."}]
294487	[{"caption":"a canopy bed with a canopy over it."}]
242909	[{"caption":"a close up of a pizza on a table"}]
448897	[{"caption":"a pizza sitting on top of a white plate."}]
216303	[{"caption":"a woman standing on a tennis court holding a racquet."}]
355272	[{"caption":"a little boy sitting on the floor holding a remote control."}]
355228	[{"caption":"a ferret resting its head on a remote control."}]
70351	[{"caption":"a pack of gummy candies sitting on top of a candy wrapper."}]
501429	[{"caption":"a baby holding a toothbrush in his mouth."}]
90365	[{"caption":"a close up of a keyboard on a desk"}]
408327	[{"caption":"a woman in a pink dress holding a tennis racket."}]
565239	[{"caption":"a couple of people standing next to each other."}]
125404	[{"caption":"two boys with helmets posing for a picture."}]
378545	[{"caption":"a clock with roman numerals on a pole."}]
182503	[{"caption":"a close up of a pizza cutter on a table"}]
372384	[{"caption":"a man playing tennis on a tennis court."}]
185781	[{"caption":"a group of people standing around a table."}]
484312	[{"caption":"a man in a blue suit holding a stuffed animal."}]
516766	[{"caption":"a couple of white teddy bears sitting next to each other."}]
533407	[{"caption":"a couple of men standing next to each other."}]
157001	[{"caption":"two men sitting at a table with a laptop."}]
562345	[{"caption":"a woman standing in front of a brick wall holding a cell phone."}]
130171	[{"caption":"a pot of food that is being cooked."}]
512116	[{"caption":"a small child sitting on a rug holding a remote."}]
455464	[{"caption":"a man with glasses talking on a cell phone."}]
214527	[{"caption":"a large clock tower in the middle of a city."}]
138965	[{"caption":"a group of stuffed animals sitting next to each other."}]
118134	[{"caption":"a large clock on the side of a building."}]
498555	[{"caption":"a white vase with a bird painted on it."}]
157102	[{"caption":"a small child holding a pair of scissors."}]
16928	[{"caption":"a pair of scissors sitting on top of a metal piece."}]
271607	[{"caption":"a boy in a straw hat sitting next to a teddy bear."}]
55772	[{"caption":"a white plate topped with a breakfast sandwich."}]
360170	[{"caption":"a group of people sitting around a dinner table."}]
227220	[{"caption":"a stainless steel oven in a kitchen next to a counter."}]
538092	[{"caption":"a man standing in a kitchen next to a refrigerator."}]
443949	[{"caption":"a couple of wooden spoons sitting on top of a kitchen counter."}]
223094	[{"caption":"a kitchen with a stove and a refrigerator."}]
570138	[{"caption":"a bathroom with a sink, toilet and mirror."}]
557135	[{"caption":"a bathroom with two sinks and a mirror."}]
122302	[{"caption":"a large number of bicycles parked on the side of a street."}]
386766	[{"caption":"a bathroom with a bathtub, sink, and mirror."}]
576576	[{"caption":"a bathroom with a toilet, sink, and bathtub."}]
445812	[{"caption":"a bathroom with a shower and a toilet."}]
231732	[{"caption":"a bathroom sink with soap and soap."}]
416184	[{"caption":"a bathroom with a sink, mirror and toilet paper dispenser."}]
290078	[{"caption":"a white toilet sitting outside of a building."}]
372495	[{"caption":"a white toilet sitting on top of a wooden table."}]
262514	[{"caption":"a white toilet sitting next to a white counter."}]
294763	[{"caption":"a white toilet sitting in a bathroom next to a soap dispenser."}]
489624	[{"caption":"a white toilet sitting in a bathroom next to a trash can."}]
578314	[{"caption":"a white toilet sitting in a bathroom next to a trash can."}]
131504	[{"caption":"a clock on the side of a building."}]
50443	[{"caption":"a dirty sink and toilet in a dirty bathroom."}]
84064	[{"caption":"a white toilet in a stall with tiled walls."}]
185930	[{"caption":"a row of sinks in a public restroom."}]
355221	[{"caption":"a motorcycle parked on the side of the road."}]
223930	[{"caption":"a motorcycle parked next to a row of bikes."}]
324008	[{"caption":"a tray with a banana, yogurt, cheese and a bagel."}]
520108	[{"caption":"a bedroom with a bed, dresser and television."}]
573756	[{"caption":"two giraffes standing next to each other in a field."}]
188173	[{"caption":"a giraffe standing next to a group of zebras."}]
233882	[{"caption":"a red and white airplane sitting on top of a tarmac."}]
413734	[{"caption":"a large jetliner sitting on top of an airport tarmac."}]
373846	[{"caption":"a group of airplanes sitting on top of a tarmac."}]
189197	[{"caption":"a bench sitting next to a body of water."}]
122007	[{"caption":"two giraffes that are standing in the grass."}]
181948	[{"caption":"a traffic light sitting on the side of a road."}]
315128	[{"caption":"a sign on the side of a road."}]
199247	[{"caption":"a group of animals laying in the grass."}]
974	[{"caption":"a group of people riding on top of an elephant."}]
137265	[{"caption":"an open book sitting on top of a book."}]
507921	[{"caption":"a no parking sign sitting on the side of a road."}]
40621	[{"caption":"a couple of giraffe standing next to each other."}]
262175	[{"caption":"a man wearing a hat and sunglasses standing in a forest."}]
548538	[{"caption":"a group of people riding on the back of a train."}]
65981	[{"caption":"a train traveling through a rocky mountain side."}]
167510	[{"caption":"a red stop sign sitting on top of a wooden pole."}]
45966	[{"caption":"a red stop sign sitting on the side of a road."}]
457900	[{"caption":"a group of people walking down a sidewalk."}]
71090	[{"caption":"a large teddy bear sitting next to a large teddy bear."}]
186518	[{"caption":"an old rusted truck sitting in a field."}]
576084	[{"caption":"a man milking a brown and white cow."}]
342334	[{"caption":"a large body of water filled with boats."}]
370749	[{"caption":"an elephant standing in a grassy area with trees in the background."}]
42055	[{"caption":"a group of colorful umbrellas hanging from a ceiling."}]
21864	[{"caption":"a boat traveling across a large body of water."}]
412813	[{"caption":"a black and white photo of an umbrella on the beach."}]
532867	[{"caption":"a woman standing on a beach holding an umbrella."}]
550051	[{"caption":"a group of people sitting under red umbrellas."}]
303215	[{"caption":"a white teddy bear wearing goggles and goggles."}]
313398	[{"caption":"there are two frisbees in the water."}]
424812	[{"caption":"a person riding a horse in a field."}]
371004	[{"caption":"a close up of a zebra behind a fence"}]
546095	[{"caption":"a group of horses grazing on a lush green field."}]
51540	[{"caption":"a large display of oranges and avocados."}]
307967	[{"caption":"a baseball player swinging a bat at a ball."}]
277440	[{"caption":"a laptop computer sitting on top of a desk."}]
40635	[{"caption":"a large group of people shopping at an outdoor market."}]
503595	[{"caption":"a white plate topped with meat and broccoli."}]
126257	[{"caption":"a young boy riding a skateboard down a street."}]
437789	[{"caption":"an assortment of fruits and vegetables on a table."}]
272323	[{"caption":"a man riding a skateboard up the side of a ramp."}]
70256	[{"caption":"a person cutting a cake with a knife."}]
12817	[{"caption":"a man riding a skateboard up the side of a ramp."}]
348730	[{"caption":"a young man riding a skateboard down a street."}]
114684	[{"caption":"a woman sitting on a bench eating a hot dog."}]
296236	[{"caption":"a woman standing in front of a conveyor belt."}]
412604	[{"caption":"a man in a bathrobe holding a pastry in his hand."}]
523816	[{"caption":"a woman riding a snowboard down a snow covered slope."}]
329475	[{"caption":"a bunch of donuts sitting on top of a table."}]
61647	[{"caption":"a teddy bear cake with a lit candle on it."}]
211326	[{"caption":"two pieces of bread on a plate next to a bottle of wine."}]
48668	[{"caption":"a man laying on a bed with a shirt on."}]
308883	[{"caption":"a person sitting in front of a laptop computer."}]
184139	[{"caption":"a bed sitting in a bedroom next to a lamp."}]
419860	[{"caption":"a pizza sitting on top of a table next to a bottle of beer."}]
388481	[{"caption":"a teddy bear sitting in front of a computer monitor."}]
97561	[{"caption":"a room with a desk and a television."}]
70020	[{"caption":"a woman holding a tennis racquet on a tennis court."}]
466882	[{"caption":"two men playing tennis on a tennis court."}]
323356	[{"caption":"a close up of a toothbrush in the grass"}]
405440	[{"caption":"a remote control sitting next to a remote control."}]
148329	[{"caption":"a man brushing his teeth with a toothbrush."}]
279524	[{"caption":"a living room filled with furniture and a tv."}]
91304	[{"caption":"a living room with a couch and a table"}]
315486	[{"caption":"a woman and a child brushing their teeth."}]
365325	[{"caption":"a young boy laying on a couch holding a nintendo wii controller."}]
79686	[{"caption":"a living room filled with furniture and a lamp."}]
499095	[{"caption":"a woman and a boy playing a video game."}]
35825	[{"caption":"a woman standing in a living room holding a wii controller."}]
414071	[{"caption":"three men sitting on a couch playing a video game."}]
520430	[{"caption":"a woman holding a nintendo wii game controller."}]
4125	[{"caption":"a living room with a couch and a table"}]
487774	[{"caption":"a computer mouse sitting on top of a table."}]
157516	[{"caption":"a man holding a baby while sitting at a table."}]
251367	[{"caption":"a baseball player swinging a bat on a field."}]
148588	[{"caption":"a pizza sitting in front of a fire."}]
93765	[{"caption":"two coffee cups on a table with a rose in them."}]
324837	[{"caption":"a laptop computer sitting on top of a desk."}]
33904	[{"caption":"a teddy bear sitting on a chair reading a book."}]
445041	[{"caption":"a man riding a motorcycle down a street."}]
54959	[{"caption":"a microwave oven sitting on top of a counter."}]
299946	[{"caption":"a man standing in a kitchen preparing food."}]
65969	[{"caption":"a glass of beer next to a vase of flowers."}]
76329	[{"caption":"a clock that is on top of a pole."}]
368505	[{"caption":"a black and white photo of a clock tower."}]
478282	[{"caption":"a vase with flowers in it sitting on a table."}]
251590	[{"caption":"a vase filled with flowers on top of a table."}]
425475	[{"caption":"a person holding a wine glass in their hand."}]
448795	[{"caption":"a kitchen with a white table and chairs."}]
345389	[{"caption":"a woman standing in a kitchen holding a coffee cup."}]
280736	[{"caption":"a cat sitting on the ground looking at something."}]
45208	[{"caption":"a black cat laying on a white tub."}]
496604	[{"caption":"a bathroom with a toilet and a sink."}]
46099	[{"caption":"a stop sign on the side of a road."}]
463825	[{"caption":"a cat standing in a sink in a bathroom."}]
50411	[{"caption":"a man riding on the back of a white horse."}]
524637	[{"caption":"a white toilet sitting in a bathroom next to a tiled wall."}]
562592	[{"caption":"a person riding a motorcycle on the road."}]
465424	[{"caption":"a group of bikers on a city street."}]
425151	[{"caption":"a living room filled with furniture and pictures."}]
21202	[{"caption":"a city street filled with lots of traffic."}]
398007	[{"caption":"a group of people standing next to a train track."}]
322824	[{"caption":"a black and white photo of a street sign and a traffic light."}]
376236	[{"caption":"a close up of a person feeding a giraffe"}]
468933	[{"caption":"a herd of sheep standing on top of a lush green field."}]
68203	[{"caption":"a giraffe with two birds perched on it's neck."}]
197745	[{"caption":"a couple of giraffe standing next to each other."}]
352476	[{"caption":"a bus with a bike rack on the front of it."}]
89909	[{"caption":"a wooden bench sitting in front of a garden."}]
322955	[{"caption":"a seagull is standing on a wet beach."}]
211054	[{"caption":"a black and white photo of a train passing by a factory."}]
500703	[{"caption":"people waiting for a train at a train station."}]
340637	[{"caption":"a cell phone sitting on top of a wicker table."}]
174329	[{"caption":"a yellow train is sitting on the tracks."}]
